label,message,label_num,message_length,processed_message
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,0,136,per request maangalyam alaipayuthe set callertune callers press 9 copy friends callertune
ham,Lol yeah at this point I guess not,0,34,lol yeah point guess
ham,Doing project w frens lor. ,0,27,project frens lor
ham,Lol. Well quality aint bad at all so i aint complaining,0,55,lol well quality aint bad aint complaining
ham,"K, can that happen tonight?",0,27,happen tonight
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",1,223,hi mandy sullivan calling hotmix fm chosen receive 5000.00 easter prize draw please telephone 09041940223 claim 29/03/05 prize transferred someone else
ham,"I think we're going to finn's now, come",0,39,think going finn come
ham,Why tired what special there you had,0,36,tired special
ham,I will come tomorrow di,0,23,come tomorrow di
ham,K go and sleep well. Take rest:-).,0,34,go sleep well take rest
ham,U guys never invite me anywhere :(,0,34,guys never invite anywhere
spam,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,1,158,ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise of£2000 cash 18+only opt txt 07786200117
ham,I can do that! I want to please you both inside and outside the bedroom...,0,74,want please inside outside bedroom
ham,EY! CALM DOWNON THEACUSATIONS.. ITXT U COS IWANA KNOW WOTU R DOIN AT THEW/END... HAVENTCN U IN AGES..RING ME IF UR UP4 NETHING SAT.LOVE J XXX.,0,142,ey calm downon theacusations itxt cos iwana know wotu doin thew/end haventcn ages ring ur up4 nething sat.love xxx
ham,I love to wine and dine my lady!,0,32,love wine dine lady
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15,1,155,someone conacted dating service entered phone fancy find call landline 09111030116 pobox12n146tf15
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x.",0,159,im cool ta luv v.tired 2 cause doin loads planning wk got social services inspection nursery take care spk sn
ham,I don know account details..i will ask my mom and send you.my mom is out of reach now.,0,86,know account details ask mom send you.my mom reach
ham,I think u have the wrong number.,0,32,think wrong number
ham,Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),0,166,feel always happy slowly becomes habit amp finally becomes part life follow happy morning amp happy day
ham,DO NOT B LATE LOVE MUM,0,22,late love mum
ham,Got it..mail panren paru..,0,26,got mail panren paru
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,0,92,thinking chuckin ur red green black trainners 2 save carryin bac train
ham,Give one miss from that number please,0,37,give one miss number please
ham,Jus came back fr lunch wif my sis only. U leh?,0,46,jus came back fr lunch wif sis leh
ham,How is your schedule next week? I am out of town this weekend.,0,62,schedule next week town weekend
ham,Really good:)dhanush rocks once again:),0,39,really good dhanush rocks
ham,Lmao ok I wont be needing u to do my hair anymore.,0,50,lmao ok wont needing hair anymore
ham,"Miss ya, need ya, want ya, love ya.",0,35,miss ya need ya want ya love ya
ham,Sorry i'm not free...,0,21,sorry free
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?,0,107,ever get song stuck head reason wo n't go away til listen like 5 times
ham,Nt yet chikku..simple habba..hw abt u?,0,38,nt yet chikku simple habba hw abt
ham,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0,205,got ur mail dileep.thank muchand look forward lots support less contacts remember one venugopal mentioned.tomorrow late shall try come till there.goodnight dear
ham,Sometimes Heart Remembrs someone Very much... Forgets someone soon... Bcoz Heart will not like everyone. But liked ones will be Remembered Everytime... BSLVYL,0,158,sometimes heart remembrs someone much forgets someone soon bcoz heart like everyone liked ones remembered everytime bslvyl
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0,67,joy father john john name joy father mandan
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1,142,hi 07734396839 ibh customer loyalty offer new nokia6600 mobile 10 txtauction txt word start no:81151 get 4t
ham,Hi this is yijue... It's regarding the 3230 textbook it's intro to algorithms second edition... I'm selling it for $50...,0,121,hi yijue regarding 3230 textbook intro algorithms second edition selling 50
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,1,162,sms auction nokia 7250i get win free auction take part send nokia 86021 hg/suite342/2lands row/w1jhl 16
ham,"K, want us to come by now?",0,26,want us come
ham,How. Its a little difficult but its a simple way to enter this place,0,68,little difficult simple way enter place
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...,0,123,ha us thing got tv 2 watch thk 2 go tonight already haf smth mind
ham,Dont show yourself. How far. Put new pictures up on facebook.,0,61,dont show far put new pictures facebook
ham,Watching tv now. I got new job :),0,33,watching tv got new job
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",0,156,good afternoon sexy buns goes job search wake first thought always love wish fine happy know adore
ham,"I'm not coming over, do whatever you want",0,41,coming whatever want
ham,"Its ok chikku, and its my 1 of favourite song..:-)",0,50,ok chikku 1 favourite song
ham,Did u see what I posted on your Facebook?,0,41,see posted facebook
spam,Call FREEPHONE 0800 542 0578 now!,1,33,call freephone 0800 542 0578
spam,Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,1,154,buy space invaders 4 chance 2 win orig arcade game console press 0 games arcade std wap charge see o2.co.uk/games 4 terms settings purchase
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,154,big brother alert computer selected 10k cash 150 voucher call 09064018838 ntt po box cro1327 18 bt landline cost 150ppm mobiles vary
ham,";-( oh well, c u later",0,22,oh well later
ham,My uncles in Atlanta. Wish you guys a great semester.,0,53,uncles atlanta wish guys great semester
ham,No dear i do have free messages without any recharge. Hi hi hi,0,62,dear free messages without recharge hi hi hi
ham,I dun believe u. I thk u told him.,0,34,dun believe thk told
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",0,151,know god created gap fingers one made comes amp fills gaps holding hand love
ham,Yes:)sura in sun tv.:)lol.,0,26,yes sura sun tv lol
ham,Arun can u transfr me d amt,0,27,arun transfr amt
ham,Takin a shower now but yeah I'll leave when I'm done,0,52,takin shower yeah leave done
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...,0,100,working eyes philosophy text later bit free chat
ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,0,161,havent lost ill always 4u.i didnt intend 2 hurt never knew felt iwas+marine thats itried2tell urmom.i careabout
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,132,win winner mr foley ipod exciting prizes soon keep eye ur mobile visit www.win-82050.co.uk
ham,You bad girl. I can still remember them,0,39,bad girl still remember
ham,How much i gave to you. Morning.,0,32,much gave morning
ham,"I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love",0,158,hope alright babe worry might felt bit desparate learned job fake waiting come back love
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",0,120,hey tell blake address carlos wanted meet got lost answering phone
ham,Can i get your opinion on something first?,0,42,get opinion something first
ham,That one week leave i put know that time. Why.,0,46,one week leave put know time
ham,"If we hit it off, you can move in with me :)",0,44,hit move
ham,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0,123,excellent spent lt gt years air force iraq afghanistan stable honest like traveling
ham,I wanna watch that movie,0,24,wan na watch movie
ham,Ok lor thanx... Ü in school?,0,28,ok lor thanx school
ham,I'm in class. Did you get my text.,0,34,class get text
ham,The bus leaves at  &lt;#&gt; ,0,29,bus leaves lt gt
ham,God bless.get good sleep my dear...i will pray!,0,47,god bless.get good sleep dear pray
spam,Todays Voda numbers ending 1225 are selected to receive a £50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app ,1,155,todays voda numbers ending 1225 selected receive 50award match please call 08712300220 quoting claim code 3100 standard rates app
ham,Do have a nice day today. I love you so dearly.,0,47,nice day today love dearly
ham,Aiyo a bit pai seh ü noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,0,114,aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh
ham,"Aight, I'll ask a few of my roommates",0,37,aight ask roommates
ham,"Now, whats your house # again ? And do you have any beer there ?",0,64,whats house beer
ham,Do ü all wan 2 meet up n combine all the parts? How's da rest of da project going?,0,82,wan 2 meet combine parts da rest da project going
ham,Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry,0,120,getting tickets 4 walsall tue 6 th march mate getting sat ill pay treat want 2 go txt bak terry
ham,Yes we are chatting too.,0,24,yes chatting
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,0,89,hi jess dont know work call im home eve xxx
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,0,67,sian aft meeting supervisor got work 2 liao working
ham,Are you going to write ccna exam this week??,0,44,going write ccna exam week
ham,Well i will watch shrek in 3D!!B),0,33,well watch shrek 3d
ham,Am i that much dirty fellow?,0,28,much dirty fellow
ham,Dunno dat's wat he told me. Ok lor...,0,37,dunno dat wat told ok lor
ham,I'll probably be by tomorrow (or even later tonight if something's going on),0,76,probably tomorrow even later tonight something going
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night,0,150,could n't say dying man feel sad go wanted know would probably gone late night
ham,If you're thinking of lifting me one then no.,0,45,thinking lifting one
ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,0,84,dun wan dun like already ah wat still eating
